Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"238/2025";Aprovada;;"Contratação de empresa para a prestação de serviços diversos";SERVICOS;250110;4.940.000,0000;02/01/2025;01/07/2025;180;"SAA.CGDI.DCCMS";"454/2024";"Médio";10;01/07/2025;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;"";"";14397;"PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM";"";45.000,0000;1,00000;45.000,0000
"238/2025";Aprovada;;"Contratação de empresa para a prestação de serviços diversos";SERVICOS;250110;4.940.000,0000;02/01/2025;01/07/2025;180;"SAA.CGDI.DCCMS";"454/2024";"Médio";11;01/07/2025;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);"";"";22977;"INATALAÇÃO/MANUTENÇÃO - CIRCUITO FECHADO TV";"";70.000,0000;1,00000;70.000,0000
"238/2025";Aprovada;;"Contratação de empresa para a prestação de serviços diversos";SERVICOS;250110;4.940.000,0000;02/01/2025;01/07/2025;180;"SAA.CGDI.DCCMS";"454/2024";"Médio";12;01/07/2025;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;"";"";18686;"CONSULTORIA E ASSESSORIA - ADMINISTRAÇÃO NEGÓCIO / PRODUÇÃO";"";65.000,0000;1,00000;65.000,0000
"238/2025";Aprovada;;"Contratação de empresa para a prestação de serviços diversos";SERVICOS;250110;4.940.000,0000;02/01/2025;01/07/2025;180;"SAA.CGDI.DCCMS";"454/2024";"Médio";13;01/07/2025;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";5436;"CHAVEIRO";"";60.000,0000;1,00000;60.000,0000
"216/2025";Aprovada;;"Aquisição de Móbiliários Planejados para as Copas e Salas de Convivências do Bloco O ";BENS;250110;520.000,0000;31/01/2025;01/08/2025;182;"SE.SAA.CGINFRA.COMAP";"450/2024";"Médio";1;01/08/2025;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);"";"";17302;"INSTALAÇÃO E MONTAGEM - MÓVEIS / ARTEFATOS METÁLICOS";"";2.600,0000;200,00000;520.000,0000
"195/2025";Aprovada;Preparação;"Contratação de serviços de continuados de brigada de incêndio (bombeiro civil).";SERVICOS;250110;7.113.050,5200;05/07/2024;01/01/2025;180;"SAA.CGCON.DIFSEP";"383/2024";"Médio";1;01/01/2025;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;"";"";25550;"SERVIÇOS DE PREVENÇÃO COMBATE INCÊNDIO / BRIGADISTA";"";592.754,2100;12,00000;7.113.050,5200
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";1;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26107;"ASSINATURA DE RAMAL TELEFONICO";"";130,0000;234.300,00000;30.459.000,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";2;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26387;"PACOTE DE SERVIÇOS SMP (VOZ, DADOS, SMS, ETC)";"";177,2800;6.000,00000;1.063.680,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";3;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26387;"PACOTE DE SERVIÇOS SMP (VOZ, DADOS, SMS, ETC)";"";214,8000;22.200,00000;4.768.560,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";4;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26387;"PACOTE DE SERVIÇOS SMP (VOZ, DADOS, SMS, ETC)";"";214,8000;60,00000;12.888,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";5;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26158;"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"";0,8700;180.000,00000;156.600,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";6;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26212;"DISCAGEM DIRETA GRATUITA (DDG) - FIXO LOCAL";"";0,0100;162.000,00000;1.620,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";7;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26220;"DISCAGEM DIRETA GRATUITA (DDG) - FIXO INTER-ESTADUAL";"";0,0300;162.000,00000;4.860,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";8;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26204;"ASSINATURA DO SERVIÇO DE DISCAGEM DIRETA GRATUITA (DDG)";"";800,0000;60,00000;48.000,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";1;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1060";"FORMA";441317;"ALTURA: 5, APLICAÇÃO: GELO, COMPRIMENTO: 20, FORMATO: RETANGULAR, LARGURA: 10, MATERIAL: PLÁSTICO";"UN";6,0000;312,00000;1.872,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";2;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"5282";"COADOR CAFÉ";259473;"APLICAÇÃO: MÁQUINA DE CAFÉ INDUSTRIAL, CAPACIDADE: 2, CARACTERÍSTICAS ADICIONAIS: SEM CABO, MATERIAL: FLANELA, TAMANHO: GRANDE, DIÂMETRO BOCA: 30, COMPRIMENTO: 25";"UN";35,1200;312,00000;10.957,4400
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";3;31/01/2025;Material;7340;CUTELARIA E TALHERES;"5362";"COLHER";343645;"APLICAÇÃO: CAFÉ, COMPRIMENTO: 9,20, MATERIAL CABO: AÇO INOXIDÁVEL, MATERIAL CORPO: AÇO INOXIDÁVEL";"CJ";2,7500;520,00000;1.430,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";4;31/01/2025;Material;7340;CUTELARIA E TALHERES;"5362";"COLHER";379339;"APLICAÇÃO: CHÁ, CARACTERÍSTICAS ADICIONAIS: ESTRUTURA INTEIRIÇA, SEM EMENDAS, COMPRIMENTO: 12, MATERIAL CABO: AÇO INOXIDÁVEL AISI 304, MATERIAL CORPO: AÇO INOXIDÁVEL AISI 304";"CJ";4,0000;312,00000;1.248,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";5;31/01/2025;Material;7350;LOUÇA E ARTIGOS DE MESA;"1080";"COPO";419317;"CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: LISO, INCOLOR, TRANSPARENTE E CILÍNDRICO, MATERIAL: VIDRO";"C";9,3700;5.741,00000;53.793,1700
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";6;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1115";"GARRAFA TÉRMICA";364042;"CAPACIDADE: 1, CARACTERÍSTICAS ADICIONAIS: COM ALÇA E TAMPA (TIPO ROLHA) ROSCÁVEL, COR: PRETA, MATERIAL: PLÁSTICO";"UN";41,7300;624,00000;26.039,5200
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";7;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1115";"GARRAFA TÉRMICA";385399;"CAPACIDADE: 1,80, CARACTERÍSTICAS ADICIONAIS: COM TAMPA EM PRESSÃO E AMPOLA EM VIDRO, COR: PRETA, MATERIAL: PLÁSTICO RESISTENTE";"UN";91,2400;312,00000;28.466,8800
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";8;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1287";"JARRA";428385;"APLICAÇÃO: COPA E COZINHA, CAPACIDADE: 2, MATERIAL: AÇO INOXIDÁVEL, MODELO: COM TAMPA E ALÇA";"UN";83,1900;125,00000;10.398,7500
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";9;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1287";"JARRA";424327;"ALTURA: 22, CAPACIDADE: 2, DIÂMETRO INFERIOR: 13, MATERIAL: POLIPROPILENO, MODELO: COM TAMPA E GRADUADA";"UN";20,3200;520,00000;10.566,4000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";10;31/01/2025;Material;7350;LOUÇA E ARTIGOS DE MESA;"1154";"XÍCARA";220126;"CAPACIDADE: 200, CARACTERÍSTICAS ADICIONAIS: COM PIRES, COR: BRANCA, MATERIAL: PORCELANA, TIPO: CHÁ";"UN";22,3900;208,00000;4.657,1200
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";11;31/01/2025;Material;7350;LOUÇA E ARTIGOS DE MESA;"1154";"XÍCARA";347650;"CAPACIDADE: 50, CARACTERÍSTICAS ADICIONAIS: COM PIRES, COR: BRANCA, MATERIAL: LOUÇA, TIPO: CAFÉ";"UN";14,8700;520,00000;7.732,4000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";12;31/01/2025;Material;7350;LOUÇA E ARTIGOS DE MESA;"1077";"AÇUCAREIRO";393509;"CAPACIDADE: 350, CARACTERÍSTICAS ADICIONAIS: COM TAMPA E COLHER EM AÇO INOXIDÁVEL, MATERIAL: AÇO INOXIDÁVEL";"UN";29,8800;125,00000;3.735,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"393/2024";"Baixo";13;31/01/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1117";"BULE";294605;"CAPACIDADE: 0,50, CARACTERÍSTICAS ADICIONAIS: COM TAMPA, FINALIDADE: CAFÉ / CHÁ, MATERIAL: AÇO INOXIDÁVEL";"UN";47,0200;125,00000;5.877,5000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";1;31/01/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"2166";"ÁGUA SANITÁRIA";310507;"COMPOSIÇÃO QUÍMICA: HIPOCLORITO DE SÓDIO, HIDRÓXIDO DE SÓDIO, CLORETO, COR: INCOLOR, TIPO: COMUM, APLICAÇÃO: LAVAGEM E ALVEJANTE DE ROUPAS, BANHEIRAS, PIAS,";"FR";3,0400;745,00000;2.264,8000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";2;31/01/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"715";"ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES";429225;"CARACTERÍSTICAS ADICIONAIS: GEL, CONCENTRAÇÃO: 70%, TIPO: ETÍLICO HIDRATADO";"BOL";9,0500;745,00000;6.742,2500
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";3;31/01/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"715";"ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES";481012;"APLICAÇÃO: LIMPEZA, CARACTERÍSTICAS ADICIONAIS: LÍQUIDO, CONCENTRAÇÃO: 70%, TIPO: ETÍLICO";"BOL";7,0200;1.180,00000;8.283,6000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";4;31/01/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"6136";"DETERGENTE";226698;"APLICAÇÃO: REMOÇÃO DE GORDURAS DE LOUÇAS, TALHERES E PANELAS, AROMA: NEUTRO, CARACTERÍSTICAS ADICIONAIS: CONTÉM TENSOATIVO BIODEGRADÁVEL, COMPONENTE ATIVO: LINEAR ALQUIBENZENO SULFONATO DE SÓDIO, COMPOSIÇÃO: TESOATIVOS ANIÔNICOS, COADJUVANTE, PRESERVANTES,";"BOM";2,4400;2.200,00000;5.368,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";5;31/01/2025;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;"7042";"ESPONJA LIMPEZA";373481;"APLICAÇÃO: UTENSÍLIOS E LIMPEZA EM GERAL, CARACTERÍSTICAS ADICIONAIS: TEXTURA MACIA E ISENTA DE SINAIS DE OXIDAÇÃO, COMPRIMENTO MÍNIMO: 100, FORMATO: RETANGULAR, LARGURA MÍNIMA: 50, MATERIAL: LÃ DE AÇO CARBONO";"EMB";2,0000;740,00000;1.480,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";6;31/01/2025;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;"7042";"ESPONJA LIMPEZA";419326;"ABRASIVIDADE: MÍNIMA / MÉDIA, APLICAÇÃO: UTENSÍLIOS E LIMPEZA EM GERAL, CARACTERÍSTICAS ADICIONAIS: DUPLA FACE, COMPRIMENTO MÍNIMO: 110, ESPESSURA MÍNIMA: 20, FORMATO: RETANGULAR, LARGURA MÍNIMA: 75, MATERIAL: ESPUMA / NYLON";"EMB";1,0500;2.200,00000;2.310,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";7;31/01/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"10341";"PANO PRATO";418506;"CARACTERÍSTICAS ADICIONAIS: ABSORVENTE/LAVÁVEL E DURÁVEL, COMPRIMENTO: 71, COR: BRANCA, LARGURA: 48, MATERIAL: ALGODÃO ALVEJADO";"PCT";5,0300;374,00000;1.881,2200
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";8;31/01/2025;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;"10344";"PANO LIMPEZA";396308;"CARACTERÍSTICAS ADICIONAIS: CHÃO, COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO";"BOB";4,0000;374,00000;1.496,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";9;31/01/2025;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;"10344";"PANO LIMPEZA";410455;"APLICAÇÃO: USO GERAL, COMPRIMENTO: 60, LARGURA: 33, MATERIAL: 100% EM FIBRA DE VISCOSE, LÁTEX SINTÉTICO";"BOB";5,9400;1.320,00000;7.840,8000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";10;31/01/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"11865";"SABÃO PÓ";332971;"ASPECTO FÍSICO: PÓ, CARACTERÍSTICAS ADICIONAIS: BIODEGRADÁVEL, COMPOSIÇÃO: CARBONATOS,SILICATOS, FOSFATOS,TENSOATIVOS NÃO IÔ-";"CX";7,0900;748,00000;5.303,3200
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";11;31/01/2025;Material;6850;ESPECIALIDADES QUÍMICAS DIVERSAS;"5266";"SOLUÇÃO LIMPEZA";363788;"APLICAÇÃO: LIMPEZA EM GERAL, COMPOSIÇÃO BÁSICA: LINEAR ALQUIL BENZENO, SULFONATO DE SÓDIO, TENSOA, FINALIDADE: LIMPEZA E DESOXIDAÇÃO DE METAIS";"EMB";2,8900;748,00000;2.161,7200
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";12;31/01/2025;Material;9999;ITENS DIVERSOS;"13530";"REFIL";340311;"APLICAÇÃO: FILTRO SOFT BY EVEREST, MATERIAL: CARVÃO ATIVADO";"UN";59,4500;20,00000;1.189,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";13;31/01/2025;Material;7350;LOUÇA E ARTIGOS DE MESA;"5849";"COPO DESCARTÁVEL";419219;"APLICAÇÃO: LÍQUIDOS FRIOS E QUENTES, CAPACIDADE: 200, CARACTERÍSTICAS ADICIONAIS: ATÓXICO, DE ACORDO C/ NORMA ABNT, NBR 14865, COR: BRANCO, MATERIAL: POLIPROPILENO";"C";5,2000;7.500,00000;39.000,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";14;31/01/2025;Material;7350;LOUÇA E ARTIGOS DE MESA;"5849";"COPO DESCARTÁVEL";612246;"APLICAÇÃO: LÍQUIDOS FRIOS E QUENTES, CAPACIDADE: 50, CARACTERÍSTICAS ADICIONAIS: ATÓXICO E BIODEGRADÁVEL, MATERIAL: POLIPROPILENO";"C";3,0400;9.000,00000;27.360,0000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";15;31/01/2025;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;"8122";"GUARDANAPO DE PAPEL";231464;"COMPRIMENTO: 30, COR: BRANCA, LARGURA: 33, MATERIAL: CELULOSE, TIPO FOLHAS: SIMPLES";"CX";2,3600;740,00000;1.746,4000
"193/2025";Aprovada;;"Aquisição de materiais de copa - UTENSILIOS";BENS;250110;285.701,0900;02/08/2024;31/01/2025;182;"SAA.CGSA";"394/2024";"Baixo";16;31/01/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"11863";"SABÃO BARRA";298406;"CARACTERÍSTICAS ADICIONAIS: 1ª QUALIDADE, COMPOSIÇÃO BÁSICA: SABÃO GLICERINADO, TIPO: NEUTRO";"BR";3,0200;1.490,00000;4.499,8000
"187/2025";Aprovada;;"Serviço de retrofit do Complexo do Almoxarifado Central, situado no SIA Trecho 4 ";SERVICOS;250110;1.350.000,0000;03/04/2025;30/09/2025;180;"SAA.CGINFRA";"371/2024";"Baixo";1;30/09/2025;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"";1.350.000,0000;1,00000;1.350.000,0000
"172/2025";Aprovada;Preparação;"Concurso público nacional para seleção de três objetos que comporão o Memorial da COVID-19 ";SERVICOS;250110;1.500.000,0000;20/06/2025;17/12/2025;180;"SAA.CGDI.DCCMS";"353/2024";"Baixo";1;31/12/2025;Serviço;962;SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊNICAS E OUTROS ESPETÁCULOS AO VIVO;"";"";12610;"REALIZAÇÃO DE SHOWS / CONCURSOS / ARTÍSTICOS / CULTURAIS";"";1.500.000,0000;1,00000;1.500.000,0000
"169/2025";Aprovada;;"Serviço de planejamento, organização e execução de atividade esportiva (corrida/caminhada)";SERVICOS;250110;200.000,0000;05/02/2025;04/08/2025;180;"SAA.COGEP.COASS";"283/2024";"Médio";1;01/08/2025;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";18449;"PLANEJAMENTO / ORGANIZAÇÃO / EXECUÇÃO / ARBITRAGEM / ATIVIDADES LÚDICAS / DESPORTIVAS / RECREATIVAS / COLÔNIA DE FÉRIAS";"";200.000,0000;1,00000;200.000,0000
"278/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos";SERVICOS;250110;30.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"510/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;10,00000;30.000,0000
"276/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia";SERVICOS;250110;90.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"508/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;30,00000;90.000,0000
"275/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Epidemiologia";SERVICOS;250110;3.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"507/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;1,00000;3.000,0000
"274/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Epidemiologia";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"506/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"249/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Auditoria";SERVICOS;250110;45.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"481/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;15,00000;45.000,0000
"270/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Comunicação";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"502/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
